index,value
1,0.282228100281
2,0.391100696736
3,0.545943877133
4,0.370418579318
5,0.614986626609
6,0.292844159121
7,0.0773897820498
8,0.101519792101
9,0.435039936795
10,0.437156490983
11,0.297348421902
12,0.304659131172
13,0.345978549322
14,0.219579755422
15,0.0618384948128
16,0.0597010171851
17,0.387982829831
18,0.0961220915147
19,0.278775666289
20,0.496109321169
21,0.0682374663453
22,0.50527686513
23,0.346997043768
24,0.194050025874
25,0.574229827953
26,0.174471304535
27,0.0285626802895
28,0.533626820189
29,0.527091857946
30,0.323188190949
31,0.657048571878
32,0.521681860744
33,0.22129443033
34,0.183087133608
35,0.376841628985
36,0.30069481123
37,0.554072540766
38,0.64463116201
39,0.192458460299
40,0.434593508659
41,0.23653384696
42,0.265913785331
43,0.123074781762
44,0.310102717712
45,0.143506108232
46,0.19334013267
47,0.384860006553
48,0.349568453858
49,0.509188889459
50,0.402289117428
51,0.184568917264
52,0.235051797525
53,0.258817327098
54,0.308921846032
55,0.28605552694
56,0.520306024579
57,0.303233034764
58,0.187868043832
59,0.2624523559
60,0.230504666911
61,0.534112959772
62,0.330104254904
63,0.222943268457
64,0.243439236188
65,0.333696284454
66,0.291550506631
67,0.418707636556
68,0.226860390216
69,0.489493702428
70,0.52204276251
71,0.689418460994
72,0.358208066375
73,0.465260814597
74,0.395982078068
75,0.449965789332
76,0.253262285937
77,0.492207397977
78,0.405963268324
79,0.287346434696
80,0.319404976928
81,0.551831801909
82,0.140459755918
83,0.11872254271
84,0.332062323478
85,0.218293522638
86,0.413607457306
87,0.534780656825
88,0.368695130103
89,0.637623847698
90,0.433037803509
91,0.405082446221
92,0.47556104282
93,0.655692206592
94,0.213620427521
95,0.358758653494
96,0.621112503363
97,0.521134003319
98,0.490667793839
99,0.726444537812
100,0.27133929453
101,0.4087234737
102,0.60574509086
103,0.423073779072
104,0.441895674319
105,0.378028023489
106,0.219372026216
107,0.530126022422
108,0.531178287999
109,0.522535730328
110,0.383756138962
111,0.3770730129
112,0.54807521507
113,0.347726670035
114,0.389487300155
115,0.585362236765
116,0.794477295026
117,0.255797459213
118,0.663597113181
119,0.387389867336
120,0.212798905808
121,0.502218288238
122,0.769868609497
123,0.0957551258857
124,0.425949690444
125,0.363057274019
126,0.538324686558
127,0.191789854401
128,0.446307320571
129,0.570708720795
130,0.539562255143
131,0.439910829072
132,0.474198762451
133,0.769009200302
134,0.327404026479
135,0.535202082091
136,0.386579165516
137,0.457863438911
138,0.665911231856
139,0.352781292178
140,0.348852062547
141,0.540115956279
142,0.391937179821
143,0.51952439041
144,0.411844195602
145,0.21789854822
146,0.785071664284
147,0.321201143609
148,0.498286902347
149,0.587573261107
150,0.255048516939
151,0.122357891812
152,0.308623939538
153,0.608892371048
154,0.514662552071
155,0.283046002987
156,0.575090732576
157,0.838396800627
158,0.262459339647
159,0.484425734616
160,0.28178124142
161,0.521302939598
162,0.589876334747
163,0.691597064979
164,0.394826110473
165,0.398791698042
166,0.73233991986
167,0.385163068264
168,0.213929772793
