100, -0.307101737808, [-6.855012024862177, -4.111685591649149, -3.0928383882102195, -6.10834989390697, -1.3083616422668118, -4.022065318873064, 6.757796735548388, -7.071568469857329, 0.24709167087574613, -1.6612315493643157, 4.255318692720413, 0.6484629331159032, -8.12457701466092, -4.950508119828706, 6.739793810973379, -7.474074884301701, -6.314526558475171, -5.260106504716778, 3.4059956093282864, -0.19961148154296515, 2.5941392426906797, 4.069302498157201, -3.6869903542205273, 3.583064446283155, -4.885385824634613, 1.9198382105271081, 1.5065599650256267, -8.441444866561618, 3.1876510013752775, -0.8569583116454282, -3.011408552089544, 3.7405603085607746, 7.456531322082436, -5.988749657073142, 3.8361821831493357, -3.08729875049476, -1.861585040235856, -1.4253554124400718, -8.618325395198749, 2.771994840858853, -9.821100203747095, 3.3092775401595094, 1.6626046810807895, -1.048271908508255, 5.829489000402593, -8.116097009162166, -1.421405746976916, -8.185423872829197]
200, -0.328323692738, [-6.855012024862177, -4.111685591649149, -3.0928383882102195, -6.10834989390697, -1.3083616422668118, -4.443292996389776, 6.757796735548388, -7.071568469857329, 0.24709167087574613, -1.6612315493643157, 4.255318692720413, 0.6484629331159032, -8.12457701466092, -4.950508119828706, 6.739793810973379, -7.474074884301701, -5.508080440506737, -5.260106504716778, 3.4059956093282864, -6.624697461524273, 2.5941392426906797, 4.069302498157201, -3.6869903542205273, 3.583064446283155, -4.885385824634613, 1.9198382105271081, 1.5065599650256267, -8.441444866561618, 3.1876510013752775, -0.8569583116454282, -3.011408552089544, 0.2974710568443921, 7.456531322082436, -5.988749657073142, 3.8361821831493357, -5.589485407805919, -1.861585040235856, -1.4253554124400718, -8.275834804752456, 2.771994840858853, -9.821100203747095, 3.3092775401595094, 1.6626046810807895, -1.048271908508255, 5.829489000402593, -8.116097009162166, -1.421405746976916, -8.185423872829197]
300, -0.342000403583, [-6.855012024862177, -4.111685591649149, -3.0928383882102195, -6.10834989390697, -1.3083616422668118, -4.443292996389776, 6.757796735548388, -7.071568469857329, 0.24709167087574613, -1.6612315493643157, 4.255318692720413, 0.6484629331159032, -1.5865183834912555, -4.950508119828706, 6.739793810973379, -7.474074884301701, -5.508080440506737, -5.260106504716778, 3.4059956093282864, -2.7011620042544005, 2.5941392426906797, 4.069302498157201, -3.6869903542205273, 3.583064446283155, -4.885385824634613, 1.9198382105271081, 1.5065599650256267, -8.441444866561618, 3.1876510013752775, -0.8569583116454282, -3.011408552089544, 0.2974710568443921, 7.456531322082436, -5.988749657073142, 3.8361821831493357, -5.589485407805919, -1.861585040235856, -1.4253554124400718, -8.275834804752456, 2.771994840858853, -9.821100203747095, 3.3092775401595094, 1.6626046810807895, -1.048271908508255, 5.829489000402593, -8.116097009162166, -1.421405746976916, -8.185423872829197]
400, -0.382457974933, [-4.383501807953936, -3.1066066105131416, 3.436599130456794, -4.754002647659621, -1.3083616422668118, -1.5154635028145371, 6.757796735548388, -7.071568469857329, 0.7361831808533417, -1.6612315493643157, 2.056334995509263, 0.6484629331159032, -1.5865183834912555, -4.950508119828706, 6.739793810973379, -7.474074884301701, -5.508080440506737, -5.260106504716778, 3.4059956093282864, -2.7011620042544005, 2.739665456316348, 4.069302498157201, -3.6869903542205273, 3.583064446283155, -4.885385824634613, -2.2605326702444546, 1.5065599650256267, -8.441444866561618, 3.1876510013752775, -0.8569583116454282, -3.011408552089544, 0.2974710568443921, 7.456531322082436, -5.988749657073142, 3.8361821831493357, -5.589485407805919, -1.861585040235856, -1.5243812521750773, -8.122693971216668, 2.771994840858853, -9.821100203747095, 3.3092775401595094, 1.6626046810807895, -1.048271908508255, 5.829489000402593, -8.116097009162166, -1.421405746976916, -8.185423872829197]
500, -0.382944787293, [-3.5521634403017073, 1.0919964174130536, 4.353428691259813, 0.8177351626306795, -3.8310959880524202, -7.221838633048739, 4.806543666305781, -1.6521835500814408, -0.09847745837183908, 5.442017720608841, -5.693065003591423, 1.1693761547895178, 2.7392277617415575, -0.7409235160456231, 3.6484985041756977, -5.660999736356532, -4.885007995984885, -2.380568023487868, -5.129592744437563, -1.6558234284112796, 2.512940600314706, -4.768348579182108, -1.5590057142113398, -9.621720341134363, 0.6508077006583104, -1.6909862960135507, 0.13281515160671176, -7.811841874151087, -2.0084978719763997, 1.2139806490766762, -1.206125091180601, -9.581515392231015, -4.344575795959688, -6.913476430239021, -0.8553671497299931, -3.8736456532058496, -1.7882784418088766, -1.653816909540645, 4.34799903630959, 3.491516378478524, 2.0464021660409255, 4.5474054900488134, 0.5474974449776733, -8.55045805779596, -7.099909473737483, -7.928675880470717, -9.780736755846657, -5.816939377339124]
600, -0.383282039101, [-3.5521634403017073, 1.0919964174130536, 4.353428691259813, 0.8177351626306795, -3.8310959880524202, -7.221838633048739, 4.806543666305781, -1.6521835500814408, -0.09847745837183908, 5.442017720608841, -5.693065003591423, 1.1693761547895178, 2.7392277617415575, -0.7409235160456231, 3.6484985041756977, -5.660999736356532, -4.885007995984885, -2.380568023487868, -5.129592744437563, -1.7667844862525346, 2.512940600314706, -4.768348579182108, -1.5590057142113398, -9.621720341134363, 0.6508077006583104, -1.6909862960135507, 0.13281515160671176, -7.811841874151087, -2.0084978719763997, 1.2139806490766762, -1.206125091180601, -9.581515392231015, -4.344575795959688, -6.913476430239021, -0.8553671497299931, -3.8736456532058496, -1.7882784418088766, -1.653816909540645, 4.34799903630959, 3.491516378478524, 2.0464021660409255, 4.5474054900488134, 0.5474974449776733, -8.55045805779596, -7.099909473737483, -7.928675880470717, -9.780736755846657, -5.816939377339124]
700, -0.383282039101, [-3.5521634403017073, 1.0919964174130536, 4.353428691259813, 0.8177351626306795, -3.8310959880524202, -7.221838633048739, 4.806543666305781, -1.6521835500814408, -0.09847745837183908, 5.442017720608841, -5.693065003591423, 1.1693761547895178, 2.7392277617415575, -0.7409235160456231, 3.6484985041756977, -5.660999736356532, -4.885007995984885, -2.380568023487868, -5.129592744437563, -1.7667844862525346, 2.512940600314706, -4.768348579182108, -1.5590057142113398, -9.621720341134363, 0.6508077006583104, -1.6909862960135507, 0.13281515160671176, -7.811841874151087, -2.0084978719763997, 1.2139806490766762, -1.206125091180601, -9.581515392231015, -4.344575795959688, -6.913476430239021, -0.8553671497299931, -3.8736456532058496, -1.7882784418088766, -1.653816909540645, 4.34799903630959, 3.491516378478524, 2.0464021660409255, 4.5474054900488134, 0.5474974449776733, -8.55045805779596, -7.099909473737483, -7.928675880470717, -9.780736755846657, -5.816939377339124]
800, -0.402900699557, [-3.5521634403017073, 1.0919964174130536, 3.6737626908594074, 0.8177351626306795, -3.8310959880524202, -7.221838633048739, 4.806543666305781, -1.6521835500814408, -0.09847745837183908, 5.442017720608841, -5.693065003591423, 1.1693761547895178, 2.7392277617415575, -0.7409235160456231, 3.6484985041756977, -5.660999736356532, -4.885007995984885, -2.380568023487868, -5.129592744437563, -1.797533947690605, 2.512940600314706, -4.768348579182108, -1.5590057142113398, -9.621720341134363, 0.6508077006583104, -1.6909862960135507, 0.13281515160671176, -7.811841874151087, -2.0084978719763997, 1.2139806490766762, -1.206125091180601, -9.581515392231015, -4.344575795959688, -6.913476430239021, -0.8553671497299931, -3.8736456532058496, -1.7882784418088766, -1.653816909540645, 4.34799903630959, 3.491516378478524, 2.0464021660409255, 4.5474054900488134, 0.5474974449776733, -8.55045805779596, -6.995662084010921, -5.203420915745128, -8.769104400671273, -5.816939377339124]
900, -0.402900699557, [-3.5521634403017073, 1.0919964174130536, 3.6737626908594074, 0.8177351626306795, -3.8310959880524202, -7.221838633048739, 4.806543666305781, -1.6521835500814408, -0.09847745837183908, 5.442017720608841, -5.693065003591423, 1.1693761547895178, 2.7392277617415575, -0.7409235160456231, 3.6484985041756977, -5.660999736356532, -4.885007995984885, -2.380568023487868, -5.129592744437563, -1.797533947690605, 2.512940600314706, -4.768348579182108, -1.5590057142113398, -9.621720341134363, 0.6508077006583104, -1.6909862960135507, 0.13281515160671176, -7.811841874151087, -2.0084978719763997, 1.2139806490766762, -1.206125091180601, -9.581515392231015, -4.344575795959688, -6.913476430239021, -0.8553671497299931, -3.8736456532058496, -1.7882784418088766, -1.653816909540645, 4.34799903630959, 3.491516378478524, 2.0464021660409255, 4.5474054900488134, 0.5474974449776733, -8.55045805779596, -6.995662084010921, -5.203420915745128, -8.769104400671273, -5.816939377339124]
1000, -0.405863781177, [-3.9686698467105037, -2.425952825670814, 6.321319522019169, -0.8125520066887386, -6.714279185451198, -3.3660337951807078, -0.6973213932598519, 2.580395234644386, -7.4690547768501645, -7.914559297611035, -0.5562330226795473, -9.33529528710637, -8.15639521089252, 0.6899040697933856, -1.7164365489932507, -7.548393342668961, 8.524855735728988, 5.658370825804608, 1.579242533093554, 3.8078480886580346, 0.7372403685134223, -2.2579222017539093, 2.865394390051467, 6.661289993746639, -5.304181158578897, -0.5688115928347375, 3.069533500161895, -9.077558083606563, -8.562593097037217, 1.944356268139133, -6.2005286528686625, 5.6858956154888896, 1.1351370287387392, 1.4236346245921983, 3.4020483918975373, 8.7053609842235, -0.05827052592391446, -1.1663538364998032, 0.26135385133990674, 5.292888407785458, 6.526560650060879, 7.416991041972135, -4.604971648889931, -1.8567116264570456, 1.7073378165558513, -9.501706544128451, -6.495541366569375, -9.293713834086642]
