100, -0.310190957188, [-3.1582637331979093, 2.491599509427825, -4.705643249718082, 1.921707318274494, -2.4029898865228017, 2.6007808366337173, 1.0135143320062827, -3.308488152804192, 4.7416151249421805, -3.885808218546246, -1.2693811020365542, -6.929547285323, -8.482444651553838, -0.2116851406727438, 0.4269877953589232, -9.609053507348495, -0.5248358669260913, -7.270076205708443, 3.2908101366407188, 2.602679479969339, -9.09248542614151, -9.730426930996467, 9.077624315724542, -8.015953189432896, 6.908467109551486, 7.995702019158333, -3.786187643160795, 9.982208088246544, 9.189187691848154, 0.7127507563015079]
200, -0.338499859012, [-3.1582637331979093, 2.491599509427825, -4.705643249718082, 1.921707318274494, -2.4029898865228017, 2.6007808366337173, 1.0135143320062827, -3.308488152804192, 3.918123959771446, -3.885808218546246, -1.2693811020365542, -6.929547285323, -8.482444651553838, -0.2116851406727438, 0.4269877953589232, -9.609053507348495, -0.5248358669260913, -7.270076205708443, -1.2177818599243935, 2.602679479969339, -9.09248542614151, -9.730426930996467, 9.077624315724542, -8.015953189432896, 6.908467109551486, 7.995702019158333, -3.786187643160795, 9.982208088246544, 9.189187691848154, 0.7127507563015079]
300, -0.35025916886, [-3.1582637331979093, 2.491599509427825, -4.705643249718082, 1.921707318274494, 0.5197967422651038, 2.6007808366337173, 1.0135143320062827, -3.308488152804192, 3.918123959771446, -3.885808218546246, -1.2693811020365542, -6.929547285323, -8.482444651553838, -0.2116851406727438, 0.4269877953589232, -9.609053507348495, -0.5248358669260913, -7.270076205708443, -1.2177818599243935, 2.602679479969339, -9.09248542614151, -9.730426930996467, 9.077624315724542, -8.015953189432896, 6.908467109551486, 7.995702019158333, -3.786187643160795, 9.982208088246544, 9.189187691848154, 0.7127507563015079]
400, -0.35025916886, [-3.1582637331979093, 2.491599509427825, -4.705643249718082, 1.921707318274494, 0.5197967422651038, 2.6007808366337173, 1.0135143320062827, -3.308488152804192, 3.918123959771446, -3.885808218546246, -1.2693811020365542, -6.929547285323, -8.482444651553838, -0.2116851406727438, 0.4269877953589232, -9.609053507348495, -0.5248358669260913, -7.270076205708443, -1.2177818599243935, 2.602679479969339, -9.09248542614151, -9.730426930996467, 9.077624315724542, -8.015953189432896, 6.908467109551486, 7.995702019158333, -3.786187643160795, 9.982208088246544, 9.189187691848154, 0.7127507563015079]
500, -0.444517765587, [-4.320318761064044, -1.9259160013497203, 9.891195594780195, 1.1636902861998997, 1.4276335049528974, 5.487867978216862, 4.139996467665188, -0.420384916149227, -5.638322187911356, -8.277437331680348, 3.6180230925989365, -2.8461414888010155, -9.759494002195986, -8.09065528576246, -2.199583080595982, -2.6347499136991823, -9.216435260449519, -3.106558144974064, -0.6996054704322634, -0.5766659608731057, -8.859736919263732, -5.273900792300391, 2.5996380879027283, 5.089415033294472, 1.5490309906581476, 7.134994854261848, -0.45113744088044094, -5.246599765853703, -5.641222421010537, -5.648177545170983]
600, -0.444547062199, [-4.320318761064044, -1.9259160013497203, 9.891195594780195, 1.1636902861998997, 1.4276335049528974, 5.487867978216862, 4.139996467665188, -0.420384916149227, -5.638322187911356, -8.277437331680348, -0.05550706302000208, -2.8461414888010155, -9.759494002195986, -8.09065528576246, -2.199583080595982, -2.6347499136991823, -9.216435260449519, -3.106558144974064, -0.6996054704322634, -0.5766659608731057, -8.859736919263732, -5.273900792300391, 2.5996380879027283, 5.089415033294472, 1.5490309906581476, 7.134994854261848, -0.45113744088044094, -5.246599765853703, -5.641222421010537, -5.648177545170983]
700, -0.444547062199, [-4.320318761064044, -1.9259160013497203, 9.891195594780195, 1.1636902861998997, 1.4276335049528974, 5.487867978216862, 4.139996467665188, -0.420384916149227, -5.638322187911356, -8.277437331680348, -0.05550706302000208, -2.8461414888010155, -9.759494002195986, -8.09065528576246, -2.199583080595982, -2.6347499136991823, -9.216435260449519, -3.106558144974064, -0.6996054704322634, -0.5766659608731057, -8.859736919263732, -5.273900792300391, 2.5996380879027283, 5.089415033294472, 1.5490309906581476, 7.134994854261848, -0.45113744088044094, -5.246599765853703, -5.641222421010537, -5.648177545170983]
800, -0.444547062199, [-4.320318761064044, -1.9259160013497203, 9.891195594780195, 1.1636902861998997, 1.4276335049528974, 5.487867978216862, 4.139996467665188, -0.420384916149227, -5.638322187911356, -8.277437331680348, -0.05550706302000208, -2.8461414888010155, -9.759494002195986, -8.09065528576246, -2.199583080595982, -2.6347499136991823, -9.216435260449519, -3.106558144974064, -0.6996054704322634, -0.5766659608731057, -8.859736919263732, -5.273900792300391, 2.5996380879027283, 5.089415033294472, 1.5490309906581476, 7.134994854261848, -0.45113744088044094, -5.246599765853703, -5.641222421010537, -5.648177545170983]
900, -0.461549299464, [-4.320318761064044, -1.9259160013497203, 9.891195594780195, 1.1636902861998997, -0.6576266589893889, 2.427760275495454, 4.139996467665188, -0.420384916149227, -5.638322187911356, -8.277437331680348, -0.05550706302000208, -2.8461414888010155, -9.759494002195986, -8.09065528576246, -2.199583080595982, -2.6347499136991823, -9.216435260449519, -3.106558144974064, -0.6996054704322634, -0.5766659608731057, -8.859736919263732, -5.273900792300391, 2.5996380879027283, 5.089415033294472, 1.5490309906581476, 7.134994854261848, -0.45113744088044094, -5.246599765853703, -5.641222421010537, -5.648177545170983]
1000, -0.461549299464, [-4.320318761064044, -1.9259160013497203, 9.891195594780195, 1.1636902861998997, -0.6576266589893889, 2.427760275495454, 4.139996467665188, -0.420384916149227, -5.638322187911356, -8.277437331680348, -0.05550706302000208, -2.8461414888010155, -9.759494002195986, -8.09065528576246, -2.199583080595982, -2.6347499136991823, -9.216435260449519, -3.106558144974064, -0.6996054704322634, -0.5766659608731057, -8.859736919263732, -5.273900792300391, 2.5996380879027283, 5.089415033294472, 1.5490309906581476, 7.134994854261848, -0.45113744088044094, -5.246599765853703, -5.641222421010537, -5.648177545170983]
